UserName	Date	Time	Longitude	Latitude	Tweet
Sean Brannan	2016-04-16	3:28	-117.138407	32.7165201	line shadow unedit photo new work #contemporaryart #modernart https//tco/tlnvetlbhd
yoyo---tapia	2016-04-16	3:28	-72.5475	42.1124	un pico para mi cuenta de twitter #springfield kent #brokman springfield https//tco/0hpzfkcwv0
efraim silva	2016-04-16	3:28	-72.902908	41.316711	may 21st 27th annual ct capoeira event #capoeira #capoeirista #connecticut #center #samba https//tco/9yrwupfrrz
Britt✌️	2016-04-16	3:28	-81.0311139	34.93872655	love school love chi omega love life #chiomegaformal2016 winthrop univers https//tco/gxw78wfysc
Inkfected_Tattoos513	2016-04-16	3:28	-73.9502	42.0763	tattoo  #tattoo #skull #thuglif #blackandgreytattoo #ink #instagram #igdaili https//tco/u0yx7zq8e7
Style & Travel Daily	2016-04-16	3:28	-73.97358624	40.76306392	thank @bergdorf famili chanc hangout see sever amaz collect https//tco/p5dxdoijt2
sandyshotz	2016-04-16	3:28	-118.502523	34.235109	#wtf shit albertson https//tco/gvommv8mct
Garrett Goff	2016-04-16	3:28	-122.4082234	37.28064642	@porsch porscheregist #porsch #porsche911 #997turbo #997 #997tt #california #coast #sun https//tco/srxxdoxx8o
it's me!	2016-04-16	3:28	-96.80021	32.78727	post photo dalla museum art https//tco/3tk6xakamq
Victor Torres	2016-04-16	3:28	-100.2840315	25.68072139	post photo parqu fundidora mti pal nort https//tco/ymjydumtx0
Pole Goddess	2016-04-16	3:28	-81.64993	41.44822	catch johnni tramend https//tco/jewddnanrj
Axel Solís Ramírez	2016-04-16	3:28	-100.3080175	25.694216	lo colega de la transmisi n de tv de @xolo vs @rayado habla de desplazamiento de chema c rdena @patosanz_20 eso es claro penalti
René Navarro	2016-04-16	3:28	-110.9527214	29.08345954	sear hermosillo sonora https//tco/tahfstqafx
Patricia Cárdenas	2016-04-16	3:28	-99.1881077	19.3861941	gracia al municipio de tehuac n por la facilidad el excelent trabajo en equipo https//tco/2ojoynotsv
edrian rdgz	2016-04-16	3:28	-86.89903358	21.15474718	#trabajando #evento cancun q roo mexio https//tco/ivsxqs2w8
Yvette	2016-04-16	3:28	-118.34186	33.9583	hell yeah #soldout #ironmaiden #forum forum https//tco/zofej4k1t9
Cosmic Trust Fall	2016-04-16	3:28	-74.00029707	40.73016986	nom nom nom mamoun falafel @mamounsusa new york ny https//tco/v6ivxle8rz
Frankie Morales	2016-04-16	3:28	-116.54006	33.8012299	caption ace hotel swim club https//tco/8xqekskgg
The Crush SportsTalk	2016-04-16	3:28	-84.375523	33.840996	come venu near #repost @notdumbeddown https//tco/tuwjantlz
ESK Tr3v	2016-04-16	3:28	-73.81641681	40.69248586	#springfl #excellencesoundkrew #teamblackjack mingl bar loung queen ny https//tco/u9rdb3hirr
Carlos Ramírez	2016-04-16	3:28	-99.16916667	19.41222222	mi mejor compa te sigo vigilando parqu xico https//tco/mtm6znobof
Kike Castro ⚾	2016-04-16	3:28	-100.9868355	25.40320082	campo sintetico de softbol https//tco/ggr1yqsq0b
Greg Jobeless	2016-04-16	3:28	-73.92657947	40.82926679	post photo yanke stadium https//tco/bevgg7gk2u
Emmanuel Torres	2016-04-16	3:28	-97.85473851	22.26370576	lo cuatro viento ii ciudad madero tam https//tco/kqnliayygu
Big Gee Brown	2016-04-16	3:28	-90.059	29.9728	poor kid lmao new orlean louisiana https//tco/8he5tkm1hq
Nathan Young	2016-04-16	3:28	-85.8309407	33.60953448	wrap anoth year relay life oxford yellow jacket footbal stadium https//tco/kccci2bkbm
LUKE NASTY ️️	2016-04-16	3:28	-98.56436842	29.45288765	dj side come lol fiesta oyster bake https//tco/6lp826oyvh
NONYS  susan marian	2016-04-16	3:28	-109.9488236	27.5061628	mix sasha sokol extra nada https//tco/5jnbseivaf
Melissa Burton	2016-04-16	3:28	-77.80091	34.2008	event 1 3 weekend complet le christian beauti oceanfront https//tco/cz8irribfd
Darcy Harris Design	2016-04-16	3:28	-84.38581944	33.7896361	great night start vacat week high museum https//tco/8pbpfulfq5
Mariana B	2016-04-16	3:28	-99.17911431	19.4164523	muy metalero hoy bajo circuito multiforo urbano @elbajocircuito cuauht moc distrito feder https//tco/x2uj4onmio
Stephanie Renninger	2016-04-16	3:28	-114.0529454	35.18961003	kingman az kingman az https//tco/1xxmyphbbd
Saumya Sinha	2016-04-16	3:28	-81.586422	28.565804	chef tabl edgewat winter garden fl https//tco/612rpafqpn
Justin Kristal	2016-04-16	3:28	-93.24713905	44.96692133	get much better @julienrbak tripl rock tripl rock social club https//tco/f1mshyjzfn
Iron Mike Lathan	2016-04-16	3:28	-95.97838747	41.2972973	strict weight lose regim full effect #roadto185 @wbcmuaythai #futurecruiserweightworldchampion cont https//tco/g8m2ow2gq5
allie flynn	2016-04-16	3:28	-84.660214	39.05737	time ever see wear uk blue #pa_lif doubletre https//tco/iejyar5rim
Eugen ahedo	2016-04-16	3:28	-99.243241	19.56235115	evejann #cinetim #supermanvsbatman cinepoli plaza cristal https//tco/gxs3cyjgww
Lluvia Diaz	2016-04-16	3:28	-106.5461049	31.81700857	#echatealgo #asidebonitocomo p f chang https//tco/jgh0lx5fum
Carlos Lomas	2016-04-16	3:28	-104.788479	20.52368539	dormir bar la eskina de pedro https//tco/bmpczckyt8
ART BOX	2016-04-16	3:28	-115.138443	36.1675301	#fuse #glass #bracelet #shoploc #lasvega #dtlv #fremonteast #oneofakind #lasvegasloc https//tco/vh8rc79wc
Nathan ⌘	2016-04-16	3:28	-97.49948828	35.36398744	love rain yesssss https//tco/g2xz7yzh8l
Sonia Hingorany	2016-04-16	3:28	-79.93371761	40.45089877	oh yeah babi shadi grove pittsburgh pa https//tco/kqv24e0f7u
Sutter Health Jobs	2016-04-16	3:28	-122.4194155	37.7749295	want work california pacif medic center #hire #sanfrancisco ca click detail https//tco/hc79x1ndwf #job
gianna gutierrez	2016-04-16	3:28	-74.00204788	40.73957982	milkshak look better happi bday main https//tco/7fovoxpu77
Andrew Lee	2016-04-16	3:28	-74.35518	40.44071	could wish level dedic life christoph dudley https//tco/q6yz7zb5fb
Pichis Boy	2016-04-16	3:28	-99.1467547	19.4503298	@nxochipilli dond anda
Brittany Chastain	2016-04-16	3:28	-96.57518978	39.18566793	someon say prayer aggievil tonight reg shot night think hope https//tco/2fw6zzjrex
Jack Riddle	2016-04-16	3:28	-85.90214252	38.18007869	horsesho casino southern indiana @horseshoesi elizabeth https//tco/yf94kmtbfm
Sean Williamson	2016-04-16	3:28	-73.747963	40.735266	final done art hous tattoo oakland garden ny https//tco/iirwnpfri9
Rob	2016-04-16	3:28	-119.721	34.4016	sushi maria c drink ichiban ichiban shibori @kirin_breweri ichiban sushi https//tco/dklusopxc1 #photo
rz	2016-04-16	3:28	-99.15809155	19.44907118	sausag fest 16 yeah  santa mar la ribera cuauht moc df https//tco/gjbufjivvm
Larissa Morgan	2016-04-16	3:28	-73.9811103	40.7805486	man steveaoki #whatanexperi #whatanawesomenight #incredibleshow beacon theatr https//tco/kvvaxj8ebm
⚓ Heather Conley ⚓	2016-04-16	3:28	-81.793552	40.561146	cute #villagegiftbarn #dentalhumor berlin villag gift barn https//tco/yoeyciyhcr
JG	2016-04-16	3:28	-81.726614	28.803609	littl thought littl #kind often worth great deal #money https//tco/fo8pnm8lmd
nathanarnold	2016-04-16	3:28	-117.9211603	33.81021891	#disneyland disneyland california adventur https//tco/dzbjfjg92r
Alice Coltharp Dean	2016-04-16	3:28	-114.589	33.6172	real look got mail today need rais 250000 novemb 2016 https//tco/way0opfhnt
Jezuz	2016-04-16	3:28	-119.2974981	34.2750286	post photo surfer point ventura pier https//tco/cqzliukyh0
Donja	2016-04-16	3:28	-98.49416667	29.42416667	cathedr san fernando lightshow #nofilt #beauti cathedr https//tco/hjq6ncgrj
HooDlyM	2016-04-16	3:28	-77.32062207	25.08430698	crown  atlanti hotel casino paradis island nassau bahama https//tco/nse3y1g8hb
Joseph Wu	2016-04-16	3:28	-118.3342429	34.10745468	one absolut favorit wine world sadli lost sourc slowli drink https//tco/ujqaicm1o9
Juan D	2016-04-16	3:28	-85.40932825	40.20188892	face judg incred #nfa2016 round https//tco/zlwfirqfvr
Jess Rdz	2016-04-16	3:28	-102.9916666	22.64926368	let anyon dim light simpli shine eye #tb #vscocam https//tco/kwdwohjy9i
Katie Cullen	2016-04-16	3:28	-118.292172	34.102305	look like boot answer either @improvisedgen #tigseason2 #improvisedgen #kiagram https//tco/jj24arjjdu
Jorge A Herrera	2016-04-16	3:28	-118.915	34.4034	@hermanosherrera ballin like kobe last game fillmor high school https//tco/zfbslivov3
Crystal Reyes	2016-04-16	3:28	-73.01572872	40.76570481	plu mike hoptron brewtiqu patchogu ny https//tco/mgc5avtixl https//tco/3jmppqj5jq
philippe cambie	2016-04-16	3:28	-120.6884613	35.6266289	post photo villa creek restaur https//tco/kppkkprbsg
Staci Graves Jett	2016-04-16	3:28	-84.157825	38.717343	begin  tuck night hog heaven bbq https//tco/ekddhuczwz
Jonas Grankvist	2016-04-16	3:28	-122.432058	37.806561	@interv long san francisco ca https//tco/lu5mwjkmuk
Adele Walsh	2016-04-16	3:28	-115.1856605	36.11680558	show show chipendal https//tco/tllnfeuoxq
Bridgette Bonet	2016-04-16	3:28	-80.2852	25.70508	happi hour #soutosoci #happyhour #phisigmakappa #reunion #goodtim #parent #friyay https//tco/99tjb1bywf
Reuben Hernandez	2016-04-16	3:28	-118.5984538	34.19779557	fourth inning awesom #beatsf #fuckthegi
Sean Wetstine Ⓥ	2016-04-16	3:27	-105.0771046	39.70801204	@cinemark centuri 16 theatr god dead 2 lakewood co https//tco/yvcceezlbi
Jen Busfield	2016-04-16	3:27	-79.052593	35.911217	#kid #medit @parlezvouscrep much #yummygood #chapelhil #crepe https//tco/dhnlgf34xz
SEVENFRIDAYGUY	2016-04-16	3:27	-118.243	34.0522	man @shawnstockman g1 1 good match lo angel california https//tco/zgunyce5pq
Arlette Martinez	2016-04-16	3:27	-117.7743309	33.65808796	word cannot describ honor feel eva nina https//tco/t9danup6kv
fabiola suarez	2016-04-16	3:27	-96.10902071	19.15593167	noch de chism  gran caf de la parroquia @gcparroquia boca del rio veracruz https//tco/d9mgd6as12 https//tco/xkxm7im19b
Braden Lupfer	2016-04-16	3:27	-87.61636	37.98878	anoth phenomen show 1 chanc catch amaz kid cut footloos sat https//tco/swmr8f6tc5
Larissa Mendiola	2016-04-16	3:27	-115.1976	36.13623	bleed black gold @manmatthewww @clarkcharg #tutu #sibl #promspiritweek https//tco/prs0jznqb
NWS Severe Tstorm	2016-04-16	3:27	-101.2300991	37.49085002	sever thunderstorm warn includ ulyss ks moscow ks cave ks 1045 pm cdt https//tco/ktyxmxowhz
GMG	2016-04-16	3:27	-73.9760359	40.68306968	proud bestfriend begin way end got lock https//tco/mhdc5hka1i
Smiley	2016-04-16	3:27	-76.966548	39.056938	beauti strawberri henni  yasssss  def need https//tco/wbj4lyoxto
MerlinTW	2016-04-16	3:27	-96.7771	43.5245	pumpkin spring hell yeah  bunki smoke pumpkin porter https//tco/o8bnqeqbvz #photo
Ernie P	2016-04-16	3:27	-118.37916	34.06626	1st time avocado fri amaz new friend bruswiffl @powercouplelif https//tco/lgn8u65tud
Connor Gibbons	2016-04-16	3:27	-71.069043	42.7912887	winnekenni castl https//tco/zaiskqwfkg
Eli Tha Profit	2016-04-16	3:27	-88.8191113	35.6227274	name talk bout name call im talkin
jurnee	2016-04-16	3:27	-111.92987	40.6040599	kind bubbl gum blowin late badland https//tco/lotfiks23l
Streetz 94.5 ATL	2016-04-16	3:27	-84.46596	33.55256	#streetz945atl friday night broadcast southsid live @therealjaytek https//tco/gxmmr4ecuw
José Aguirre	2016-04-16	3:27	-100.2615049	25.68765598	buffalo wild wing guadalup nuevo leon https//tco/g7ogycnz25
BeatzBoutique	2016-04-16	3:27	-122.41073	37.78787	lobbi bar crew #hotelzeppelin hotelzeppelin open 7 day week come see us photo https//tco/bskxx0utgm
Baral'heia	2016-04-16	3:27	-97.53173237	35.40540541	@kobalt_dragon @zafuyu oh man gonna get chorizo egg 3
John Widmer	2016-04-16	3:27	-73.987813	40.72145329	happi birthday day @c_wid @nofun_nyc new york ny w @cmaccc https//tco/xckky04twc
Mike Rahlmann	2016-04-16	3:27	-81.60371	28.35218	love shot #bogplizard everywher #bogp #rundisney #disney #wdw #runbogp #waltdisneyworld https//tco/avo5thtjvg
Austin Town Hall	2016-04-16	3:27	-97.7365	30.26717	critic dad #latergram #slackcapit barracuda austin https//tco/6bijeln8c2
Tara Ceasario	2016-04-16	3:27	-87.6289441	41.8878144	get upgrad #vip #rodtuffcurlsandthebenchpress https//tco/ubwkslfcz5
DJJohnnyO	2016-04-16	3:27	-81.666521	41.50426	lite lunch today grill shrimp zucchini california pizza kitchen wcsb 893 f https//tco/84uhpms5mx
Alejandro Robles 	2016-04-16	3:27	-99.16497946	19.41384127	casual vengo estan en revis de la cdmx mama rumba cuauhtemoc df https//tco/fqbknc291v
Madison	2016-04-16	3:27	-81.57346386	28.36353777	amaz bday famili time end night w good core workout #24 https//tco/q2kgpxryca
DJ L_Relentless	2016-04-16	3:27	-117.1297684	32.7479515	happi birthday itsajana #barpink #houseparti #djl #tramlif #northpark #hennessi #taxday https//tco/1bkziut3db
Omar Twiins	2016-04-16	3:27	-93.2636	44.98	el nuevo rodeo minneapoli minnesota https//tco/mtt9gonxhc
Holly Jo	2016-04-16	3:27	-82.8525	40.0024	total eclips heart  drink eclips cognac 2015 eclips studio https//tco/vu65c3irvw #photo
Mohammed Hamad	2016-04-16	3:27	-112.0409505	33.46575191	san carlo bay seafood phoenix az https//tco/delu2n2drj
sarah catherine	2016-04-16	3:27	-92.4325	31.33472222	today met real-lif mermaid @chloewarren5678 star pinevil high school https//tco/ncx6beiwgj
Chuy Cadena 	2016-04-16	3:27	-99.15203136	19.42465489	luuuuucharan do de tre ca da sin l mite de tiempo  arena mexico cmll https//tco/yp8k4nmi4i
Amanda B Gaeta	2016-04-16	3:27	-73.99851809	40.74543105	happen #goodbyeni #freedomrid dalla bbq new york ny https//tco/ljp3vbe3cw
cathy	2016-04-16	3:27	-88.25198889	40.11635	jazz fest 5 hour boi right get https//tco/qe1wo19ikd
Kendra Jean Osborne	2016-04-16	3:27	-118.243	34.0522	download #nomoney #soundcloudmus right #music #mood #musician #musicbusi #work https//tco/qwfrgurnmo
Steve Weagant	2016-04-16	3:27	-87.88919806	41.97411237	peopl work tonight pro realli appreci kind scandinavian airlin sa loung https//tco/bctefthrht
The Unabeefer	2016-04-16	3:27	-87.66914	41.91037	mad back chicago #traceandfranksofinstagram north bar https//tco/xwa8ibdo36
Dizzle	2016-04-16	3:27	-75.195302	39.963955	blue dupre studio https//tco/gfhqhgjwlk
Arzaquel Martinez	2016-04-16	3:27	-100.4054327	25.73888481	terminando la semana bien 1111 fit monterrey nuevo le n https//tco/iwapwvgct7
Jamiee	2016-04-16	3:27	-88.00551497	41.70258142	waterfal glen counti forest preserv https//tco/kkpgq8yv8a
Michele Longworth	2016-04-16	3:27	-90.19282046	38.62266783	town #stloui busch stadium https//tco/9fea4uvbpj
Dylan Sandas	2016-04-16	3:27	-74.01302024	40.7108204	move day move tear time one best day life word cannot https//tco/ajxxybg9r
Mercy Jobs	2016-04-16	3:27	-90.3371889	38.6105426	#it #job might great fit lab support technician ii https//tco/iqepsb6v75 #saintloui mo https//tco/qugqufkrcn
Kent Palmer	2016-04-16	3:27	-123.0117089	37.69938948	pictur lion pride masai mara kenya https//tco/ipkhiusv1o
Jay'e Jones	2016-04-16	3:27	-116.4252167	34.1211395	yay #thelastunicorn #thelastunicorntattoo #amalthea #stratatattoolab #tattooartist https//tco/qmlcnod1gd
Omar Rugerio	2016-04-16	3:27	-99.16636502	19.42001364	glorieta de la cibel cuauht moc df https//tco/sfhec51ig9
victor andrade	2016-04-16	3:27	-118.3210754	33.8411255	anoth blend jona neubauer musashi vanilla bean atticu ipa #craftbeer https//tco/46vrwptzrj
Emily Simmons	2016-04-16	3:27	-88.13990684	41.78931645	@catlundberg_ ewwww thank si enjoy go hell
DineHere.us	2016-04-16	3:27	-85.56509	40.11449	tri https//tco/slbjzyj1ux crust avail price particip deliveri area charg minimum purchas #crust #menu
THE DJ GIO	2016-04-16	3:27	-122.275043	37.800921	door 10pm tonight pull #funkyourlifefriday @8 11parliament w special guest #momdj https//tco/fiadprc6x
Sergio López	2016-04-16	3:27	-99.19983758	19.45365487	v mono que aqu espantan startup xico f https//tco/csj38qlodq https//tco/jylyw3kvor
Ale Cabrera❁	2016-04-16	3:27	-89.60416802	21.0293325	bbt merida yuc yucat n https//tco/gf6jvlistp
Show Stoppaz	2016-04-16	3:27	-78.6063766	35.8394394	#capacityalert #clubdiva saturday #pullup #movi @kodakblack1k perform live https//tco/ljzyyuzjlq
KC Harrill	2016-04-16	3:27	-79.47367	35.19598	thank love 4 year pinehurst resort https//tco/za0cbmuno9
Memory Makers Djs	2016-04-16	3:27	-87.9246129	42.19627051	dj rodney find fun ever #crazi #fun #dj #lakecounti #weddingdj #weddingmc https//tco/hn9jkx8xrd
Goodminds	2016-04-16	3:27	-99.1333	19.4333	crazi town #foto #fotografia #fotograf #photo #photograph #photographi #ciudaddemexico https//tco/lg50juaysp
ACESBLACKSTAR	2016-04-16	3:27	-83.88601184	33.62550114	#nomore925lifestyl #boss4what text boss 4what 616-632-3717 https//tco/gwtfwz32nr
Munira KB	2016-04-16	3:27	-77.88766963	40.82372377	toftre trail state colleg pa https//tco/aeqcu7nyvp
Phillyrican	2016-04-16	3:27	-75.1623162	39.9488443	#mood woodi https//tco/zbqzbvthdi
lil king trashmouth	2016-04-16	3:27	-83.018991	42.61220614	@josilicious_ hug thank honey
JuniorJR	2016-04-16	3:27	-87.06878977	20.63179745	la mejor pizza renzo playa del carmen quintana roo https//tco/gknmgnzcad
TaeeBee ♡	2016-04-16	3:27	-94.6153174	39.1227536	ride along 2 doze nobodi fwm like alway
Discovery Zone	2016-04-16	3:27	-77.091088	38.889641	congrat pass german test devin get hell https//tco/zjf5hpu8gk
Alejandra León	2016-04-16	3:27	-99.17861144	19.3744194	escuchando swivel en un per tributo beatl @casinolife_mx benito ju rez df w @franco_tom https//tco/dcxae1iir
Krista CovellPierOTR	2016-04-16	3:27	-104.9756699	40.44883	medit 8am clear inbox 510 pm done work 645pm chose https//tco/6s6yenjgyz
Lisa Snedeker	2016-04-16	3:27	-80.2410583	36.0983315	may recogn show hbo true detect @leralynn left #nashvil https//tco/wwrb23ktiu
randilynn	2016-04-16	3:27	-87.47	41.45	#sunset #moonris #gypsygirl #bohosoul #wishinguponastar #daydream #bless https//tco/mazbr6wy0v
Ángel KoRn	2016-04-16	3:27	-99.06208764	19.29500881	chela michelada la aztecona https//tco/efntnqfpup
Christy Erb	2016-04-16	3:27	-95.12602501	30.07536224	thank stylist #jessicarabbit #goodtim evalaird common lake houston huffman texa https//tco/fpyosfw7wo
Matthew Salter	2016-04-16	3:27	-111.8935123	40.76723462	eat sushi #saltlakec thought @nakedfishbistro salt lake citi ut https//tco/k62m8fbha
Jesús León Jr.	2016-04-16	3:27	-110.9754732	29.08872722	3 maravilloso encantador taco de camar n empanizado bahia de kino https//tco/kqdjwfv4jh
Lacey D	2016-04-16	3:27	-95.35528213	29.75721407	alway fun find friend game #astrosmmp houston astro https//tco/faaang7ksh
Nicholas Hilson	2016-04-16	3:27	-87.88136592	42.46468122	rte 173 https//tco/262kgqrx9a
CHINA	2016-04-16	3:27	-81.51755949	28.37145599	enjoyyyyyyy #dinner #friend #ireallyhappytoday disney spring https//tco/47yvvcvmur
STEPHANY ✨	2016-04-16	3:27	-73.95776214	40.85264205	post photo new york georg washington bridg https//tco/g8nhzo09d3
Christian (Whitey)	2016-04-16	3:27	-83.521388	41.646428	@codyhour24 franki https//tco/lydyxs9ibg
Love's Jobs	2016-04-16	3:27	-106.6055478	31.9992676	see latest #anthoni tx #job click appli mainten technician tire care https//tco/q86knlrg4g https//tco/wvyx7kenlo
Sunchez #Refined	2016-04-16	3:27	-83.0459599	42.33665	old pic 2 week old random post set selfi la casa detroit https//tco/xq89f1hzar
SHC Careers	2016-04-16	3:27	-87.3594528	36.5297706	recommend anyon #job regist nurs icu ccu https//tco/jcgejedgs9 #clarksvil tn https//tco/atvlt5xqu0
Andrew Buchanan	2016-04-16	3:27	-79.49588689	43.61688113	live band live nhl playoff blue goos toronto https//tco/ecxugct6tm
Joaquina	2016-04-16	3:27	-81.467	28.4752	perd n pero lo supero univers studio florida https//tco/v3eqwr0szb
Marey	2016-04-16	3:27	-100.4579906	20.63951943	@zayetzyrv @iqt_red @rrnoticiasqro al de la 21 que no dejo hoy ayer antier una de cal por la que van de arena si aplaudo la 136
dawn britt	2016-04-16	3:27	-118.37661	34.06486	thank draamirwahab stellar team #whitestteeth #dentist #teethwhiten https//tco/ekcslolpyu
Victoria Hutchings	2016-04-16	3:27	-97.15032935	33.21068565	go jazz singer @jolawri concert tonight better go tomorrow https//tco/vywaologyt
INSTITUTO  YITS'ATIL	2016-04-16	3:27	-87.07183084	20.63382344	secundaria excursi n chich n itz 2016 juev 14 abril visita la ciudad sagrada https//tco/gduepmxi7t
pete dirksen	2016-04-16	3:27	-122.4129989	37.76885675	taco toy @bestbuy san francisco ca https//tco/f3lgu0wiyl
luis moo	2016-04-16	3:27	-89.61009608	20.96168863	parroquia de nuestra se ora de lourd https//tco/jguu4ehvc2
511 New York	2016-04-16	3:27	-74.006195	40.714176	incid #3line chamber street station 34th street-penn station https//tco/cu3yxwevri
Virtual Jukebox	2016-04-16	3:27	-82.422367	42.975489	inevit scissor sister #nowplay thumb coast brew co port huron
511 New York	2016-04-16	3:27	-73.979359	40.642857	construct #fline direct church avenu station coney island-stillwel avenu station https//tco/dozdderift
IG: Tyrann_Renee	2016-04-16	3:27	-95.35056988	29.75520462	feel aliv right #humancanva #freethenippl #art #fashion #music #teamnipplepierc https//tco/hxsmyb2aha
emilia wojcikowski	2016-04-16	3:27	-89.6504	39.7832	throwback exactli week ago springfield bc post state depress still real ft https//tco/0hrhdw8ita
511NY 123 Lines	2016-04-16	3:27	-74.006195	40.714176	incid #3line chamber street station 34th street-penn station https//tco/4jwiodlly9
511 New York	2016-04-16	3:27	-74.006195	40.714176	construct #2line direct chamber street station 34th street-penn station https//tco/cu3yxwevri
Greg Jobeless	2016-04-16	3:27	-73.92657947	40.82926679	post photo yanke stadium https//tco/f2hsjnhcm1
511NY 123 Lines	2016-04-16	3:27	-74.006195	40.714176	construct #2line direct chamber street station 34th street-penn station https//tco/4jwiodlly9
511 New York	2016-04-16	3:27	-73.950405	40.826406	construct #1line direct 145th street station south ferri station https//tco/kq17j0mcc6
Ashley Rayborn	2016-04-16	3:27	-93.65722201	32.4672081	@dejaleshay @_jasnicolee whoop kid deja u mine u goin lollll
Kara Fowler	2016-04-16	3:27	-73.87227711	40.77525365	#nyc laguardia airport https//tco/ryob7agidx
511NY LS Lines	2016-04-16	3:27	-73.91109	40.699575	construct #lline direct myrtl avenu station rockaway parkway-canarsi station https//tco/8c7lhktdyx
511NY BDFV Lines	2016-04-16	3:27	-73.979359	40.642857	construct #fline direct church avenu station coney island-stillwel avenu station https//tco/znfejoanlq
511NY 123 Lines	2016-04-16	3:27	-73.950405	40.826406	construct #1line direct 145th street station south ferri station https//tco/7gmmyk5wnm
511 New York	2016-04-16	3:27	-73.91109	40.699575	construct #lline direct myrtl avenu station rockaway parkway-canarsi station https//tco/jbvedg4lrr
FannieP	2016-04-16	3:27	-88.806923	35.62740944	noth els lol lane colleg https//tco/nsw24dspr
Kristina Overholt	2016-04-16	3:27	-78.8692731	38.43785964	relay life best support thank https//tco/xondiuekeg
The Woman's Earth	2016-04-16	3:27	-95.3618599	29.71457	#whyweloveyoga week rejuven hatha flow yoga stefani new class https//tco/wa3iiqsl9d
DJ DWill	2016-04-16	3:27	-90.06738218	29.94759802	#ohmloung ohm loung https//tco/s0lfhut6ei
إياد أبو السعود	2016-04-16	3:27	-111.926136	33.49506092	old town @scottsdaleazgov scottsdal az https//tco/pzsquxaibt
Katie Cullen	2016-04-16	3:27	-118.292172	34.102305	nobodi repeat password @improvisedgen #tigseason2 #improvisedgen #kiagram impro studio https//tco/89vkq5k8f
Danielle	2016-04-16	3:27	-80.85511	35.21672	ahhh kacey musgrav amaz want #spiritanim https//tco/0auucvzobv
Pichis Boy	2016-04-16	3:27	-99.1467605	19.4503257	pue vamono inch perra @idioscar @math_jerri
Amanda Rucker	2016-04-16	3:27	-95.990238	41.264899	rip french bulldog french bulldog https//tco/pmh6xvdz9a
Charlie	2016-04-16	3:27	-100.3042341	25.7361708	all-new psh lil new york https//tco/takoauzkrf
Raymundo Gonzalez	2016-04-16	3:27	-99.16506548	19.40337431	viern de #vino nueva #amiga #rebelheart colonia roma sur https//tco/ezsyjfl2e5
A. Yosh	2016-04-16	3:27	-73.921148	40.6346233	@scurrowsquirrel @zipfox well look like 2 canin famili might
bayla	2016-04-16	3:27	-117.173	32.6782	tonight sunset coronado california https//tco/lo0fhagh9q
✡ David Rengifo ® ✡	2016-04-16	3:27	-99.1825	19.3892	drink kasteel donker brouwerij van honsebrouck @tbcpatriotismo https//tco/plykyjyzwq #photo
Spence	2016-04-16	3:27	-97.33290195	32.75707181	fort worth @cityoffortworth fort worth tx https//tco/kuqgmuaepc
SaBrina	2016-04-16	3:27	-84.0768	34.00003	#bawlinout #boss #thebossladi #beauit #crystal #ear #swarovski #law #lip #lusciou https//tco/rwei2zruil
Sandor Clegane	2016-04-16	3:27	-121.8379735	37.31946881	sc brianoxo buttcheek https//tco/d916jz8xmb
Elizabeth Lazan 文玲	2016-04-16	3:27	-118.481	34.0221	alien legal alien singaporean la ok snapchat stop fun https//tco/qz4wpbbw8c
BeerStalker	2016-04-16	3:27	-73.6201	40.8062	poker night part 2 drink red wagon ipa @fireislandb roslyn ny https//tco/wo4f4idhey #photo
Meghan	2016-04-16	3:27	-90.1977	38.6149	drink constel mosaic @4handsbreweri @4handsbreweri https//tco/y9cm4mffgi
Favorite Jobs	2016-04-16	3:27	-99.1403189	30.0474332	#hire click appli regist nurs rn ms contract https//tco/nkexnudqej #rn #kerrvil tx https//tco/sqpntptc4l
Steph Walsh ★	2016-04-16	3:27	-73.98360267	40.72635773	@theblackroseni new york ny w @stevepesantez https//tco/hyav2i0kon
tom von count	2016-04-16	3:27	-81.964195	34.97028	#eyehategod groundzero https//tco/m1hdaswm9n
Nicole Rae	2016-04-16	3:27	-83.51353141	42.52960232	congratul pac member amaz even competit bravo https//tco/ippswoeiia
Josh Garverick	2016-04-16	3:27	-78.51335713	42.96688551	@sarahr_82 sound terribl
Carter T Schonwald	2016-04-16	3:27	-73.98914802	40.73239599	@afcowi cool
Lizeth	2016-04-16	3:27	-101.1511271	19.68724998	libro de la selva cin poli morelia mich michoac n https//tco/3wajc8broa
Adai Lamar	2016-04-16	3:27	-118.158	33.8041	purpl could color  #toyotagrandprix #longbeaxh #car #fast #adrenalin long beach https//tco/wp4cvwkhbn
Tim Wagner	2016-04-16	3:27	-96.06740936	41.19605418	qualifi 200 expect stay late dvr rescu
Iammichelefletcher	2016-04-16	3:27	-76.6078398	39.2887949	chill ruth chri steak hous baltimor water street https//tco/ros2sxjovf
Adam H	2016-04-16	3:27	-119.9417087	38.95983037	look like grandma drink tabl tonight #tahoeweekend #grandma #tequila https//tco/ctpsjw7s4f
Miray	2016-04-16	3:27	-79.38041434	43.6556239	hard rock cafe toronto toronto https//tco/ais2uljt8t
Johnny landeta	2016-04-16	3:27	-87.62770414	41.87120662	@xsportfit chicago il https//tco/f9fme3qc0c
Spence	2016-04-16	3:27	-97.294239	32.928803	crawford farm ft worth tx https//tco/5sy5ilyiuj
